Model,Brand,purchase_place,Year_of_manufacture,total_cars,percentage_by_model,percentage_by_place,percentage_of_total,avg_mileage
Creta,Kia,Jayanagar,2012,1,0.02,0.02,0.00,68676.00
Creta,Kia,Jayanagar,2012,1,0.02,0.02,0.00,48226.00
Creta,Kia,Jayanagar,2012,2,0.03,0.03,0.00,48715.50
Harrier,Kia,Jayanagar,2012,5,0.08,0.08,0.01,72172.20
Harrier,Kia,Jayanagar,2012,3,0.05,0.05,0.00,61605.00
i20,Kia,Jayanagar,2012,1,0.02,0.02,0.00,82489.00
i20,Kia,Jayanagar,2012,1,0.02,0.02,0.00,92664.00
i20,Kia,Jayanagar,2012,1,0.02,0.02,0.00,8551.00
Innova,Kia,Jayanagar,2012,1,0.02,0.02,0.00,55278.00
Innova,Kia,Jayanagar,2012,1,0.02,0.02,0.00,81235.00
Innova,Kia,Jayanagar,2012,1,0.02,0.02,0.00,33785.00
Nexon,Kia,Jayanagar,2012,1,0.02,0.02,0.00,64085.00
Nexon,Kia,Jayanagar,2012,1,0.02,0.02,0.00,66827.00
Nexon,Kia,Jayanagar,2012,1,0.02,0.02,0.00,49108.00
Nexon,Kia,Jayanagar,2012,1,0.02,0.02,0.00,78645.00
Seltos,Kia,Jayanagar,2012,1,0.02,0.02,0.00,103324.00
Seltos,Kia,Jayanagar,2012,1,0.02,0.02,0.00,82113.00
Swift,Kia,Jayanagar,2012,1,0.02,0.02,0.00,81996.00
Thar,Kia,Jayanagar,2012,3,0.05,0.05,0.00,88142.00
Thar,Kia,Jayanagar,2012,1,0.02,0.02,0.00,42644.00
Thar,Kia,Jayanagar,2012,1,0.02,0.02,0.00,82118.00
Thar,Kia,Jayanagar,2012,5,0.08,0.08,0.01,81701.40
Thar,Kia,Jayanagar,2012,1,0.02,0.02,0.00,53602.00
Baleno,Kia,Koramangala,2012,2,0.03,0.03,0.00,68203.50
City,Kia,Koramangala,2012,3,0.05,0.05,0.00,62524.00
City,Kia,Koramangala,2012,1,0.02,0.02,0.00,61399.00
Creta,Kia,Koramangala,2012,1,0.02,0.02,0.00,106359.00
Harrier,Kia,Koramangala,2012,1,0.02,0.02,0.00,50457.00
Innova,Kia,Koramangala,2012,2,0.03,0.03,0.00,59437.50
Nexon,Kia,Koramangala,2012,1,0.02,0.02,0.00,72133.00
Seltos,Kia,Koramangala,2012,1,0.02,0.02,0.00,72849.00
Seltos,Kia,Koramangala,2012,1,0.02,0.02,0.00,71915.00
Seltos,Kia,Koramangala,2012,4,0.06,0.06,0.01,62442.00
Swift,Kia,Koramangala,2012,1,0.02,0.02,0.00,59478.00
Swift,Kia,Koramangala,2012,1,0.02,0.02,0.00,81446.00
Swift,Kia,Koramangala,2012,1,0.02,0.02,0.00,87462.00
Thar,Kia,Koramangala,2012,2,0.03,0.03,0.00,80355.50
Thar,Kia,Koramangala,2012,1,0.02,0.02,0.00,32482.00
Thar,Kia,Koramangala,2012,2,0.03,0.03,0.00,65034.50
Baleno,Kia,Malleswaram,2012,1,0.02,0.02,0.00,78054.00
Baleno,Kia,Malleswaram,2012,1,0.02,0.02,0.00,64675.00
Baleno,Kia,Malleswaram,2012,1,0.02,0.02,0.00,86888.00
i20,Kia,Malleswaram,2012,3,0.05,0.05,0.00,62428.00
i20,Kia,Malleswaram,2012,1,0.02,0.02,0.00,66513.00
Innova,Kia,Malleswaram,2012,1,0.02,0.02,0.00,106768.00
Innova,Kia,Malleswaram,2012,3,0.05,0.05,0.00,52286.00
Nexon,Kia,Malleswaram,2012,1,0.02,0.02,0.00,97504.00
Nexon,Kia,Malleswaram,2012,1,0.02,0.02,0.00,47347.00
Seltos,Kia,Malleswaram,2012,1,0.02,0.02,0.00,114582.00
Seltos,Kia,Malleswaram,2012,1,0.02,0.02,0.00,112756.00
Seltos,Kia,Malleswaram,2012,1,0.02,0.02,0.00,58627.00
Seltos,Kia,Malleswaram,2012,1,0.02,0.02,0.00,30352.00
Swift,Kia,Malleswaram,2012,1,0.02,0.02,0.00,29595.00
Swift,Kia,Malleswaram,2012,4,0.06,0.06,0.01,80422.75
Swift,Kia,Malleswaram,2012,3,0.05,0.05,0.00,70657.33
Swift,Kia,Malleswaram,2012,1,0.02,0.02,0.00,103038.00
Swift,Kia,Malleswaram,2012,2,0.03,0.03,0.00,78901.50
Thar,Kia,Malleswaram,2012,1,0.02,0.02,0.00,80030.00
Thar,Kia,Malleswaram,2012,1,0.02,0.02,0.00,59644.00
Thar,Kia,Malleswaram,2012,1,0.02,0.02,0.00,65511.00
Baleno,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,100495.00
Baleno,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,43971.00
City,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,93496.00
City,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,90000.00
City,Kia,Rajajinagar,2012,2,0.03,0.03,0.00,85057.50
City,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,18168.00
Creta,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,51562.00
Harrier,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,74394.00
Innova,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,50710.00
Nexon,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,77019.00
Nexon,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,74105.00
Seltos,Kia,Rajajinagar,2012,2,0.03,0.03,0.00,63446.00
Seltos,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,72423.00
Swift,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,39719.00
Swift,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,92609.00
Thar,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,94573.00
Thar,Kia,Rajajinagar,2012,1,0.02,0.02,0.00,55115.00
Baleno,Kia,Whitefield,2012,1,0.02,0.02,0.00,98203.00
Baleno,Kia,Whitefield,2012,7,0.11,0.11,0.01,60254.57
City,Kia,Whitefield,2012,2,0.03,0.03,0.00,71174.50
City,Kia,Whitefield,2012,1,0.02,0.02,0.00,48703.00
Creta,Kia,Whitefield,2012,1,0.02,0.02,0.00,103562.00
Creta,Kia,Whitefield,2012,2,0.03,0.03,0.00,95545.50
Harrier,Kia,Whitefield,2012,1,0.02,0.02,0.00,48684.00
i20,Kia,Whitefield,2012,1,0.02,0.02,0.00,100373.00
i20,Kia,Whitefield,2012,1,0.02,0.02,0.00,45379.00
i20,Kia,Whitefield,2012,1,0.02,0.02,0.00,64848.00
Innova,Kia,Whitefield,2012,1,0.02,0.02,0.00,43299.00
Nexon,Kia,Whitefield,2012,1,0.02,0.02,0.00,84355.00
Nexon,Kia,Whitefield,2012,1,0.02,0.02,0.00,89578.00
Nexon,Kia,Whitefield,2012,1,0.02,0.02,0.00,61999.00
Seltos,Kia,Whitefield,2012,2,0.03,0.03,0.00,87629.00
Swift,Kia,Whitefield,2012,2,0.03,0.03,0.00,76578.50
Thar,Kia,Whitefield,2012,1,0.02,0.02,0.00,42569.00
Thar,Kia,Whitefield,2012,4,0.07,0.06,0.01,75835.00
Baleno,Kia,Yelahanka,2012,2,0.03,0.03,0.00,67757.50
Baleno,Kia,Yelahanka,2012,1,0.02,0.02,0.00,47411.00
Baleno,Kia,Yelahanka,2012,1,0.02,0.02,0.00,79897.00
Baleno,Kia,Yelahanka,2012,1,0.02,0.02,0.00,71153.00
Baleno,Kia,Yelahanka,2012,1,0.02,0.02,0.00,42807.00
City,Kia,Yelahanka,2012,1,0.02,0.02,0.00,60075.00
City,Kia,Yelahanka,2012,1,0.02,0.02,0.00,81792.00
Creta,Kia,Yelahanka,2012,3,0.05,0.05,0.00,76244.00
Creta,Kia,Yelahanka,2012,1,0.02,0.02,0.00,63089.00
Creta,Kia,Yelahanka,2012,1,0.02,0.02,0.00,60833.00
Creta,Kia,Yelahanka,2012,2,0.03,0.03,0.00,54261.50
Harrier,Kia,Yelahanka,2012,2,0.03,0.03,0.00,73270.00
Harrier,Kia,Yelahanka,2012,1,0.02,0.02,0.00,98310.00
Harrier,Kia,Yelahanka,2012,1,0.02,0.02,0.00,77708.00
i20,Kia,Yelahanka,2012,1,0.02,0.02,0.00,74185.00
i20,Kia,Yelahanka,2012,3,0.05,0.05,0.00,85455.00
Innova,Kia,Yelahanka,2012,1,0.02,0.02,0.00,47734.00
Innova,Kia,Yelahanka,2012,3,0.05,0.05,0.00,70588.00
Nexon,Kia,Yelahanka,2012,2,0.03,0.03,0.00,63698.00
Nexon,Kia,Yelahanka,2012,1,0.02,0.02,0.00,85738.00
Seltos,Kia,Yelahanka,2012,1,0.02,0.02,0.00,51371.00
Swift,Kia,Yelahanka,2012,1,0.02,0.02,0.00,53726.00
Swift,Kia,Yelahanka,2012,2,0.03,0.03,0.00,58731.50
Thar,Kia,Yelahanka,2012,2,0.03,0.03,0.00,69827.50
Thar,Kia,Yelahanka,2012,1,0.02,0.02,0.00,56578.00
Baleno,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,53071.00
City,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,58833.00
Creta,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,52715.00
Creta,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,104560.00
Harrier,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,43863.00
Harrier,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,70257.00
i20,Mahindra,Basavanagudi,2012,3,0.05,0.05,0.00,77277.00
Innova,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,94296.00
Innova,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,51790.00
Innova,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,48800.00
Nexon,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,50719.00
Nexon,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,84597.00
Nexon,Mahindra,Basavanagudi,2012,5,0.08,0.08,0.01,79966.40
Seltos,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,40035.00
Seltos,Mahindra,Basavanagudi,2012,4,0.06,0.07,0.01,63441.75
Thar,Mahindra,Basavanagudi,2012,1,0.02,0.02,0.00,30191.00
Baleno,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,76483.00
City,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,48057.00
Creta,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,36113.00
Harrier,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,61235.00
Harrier,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,49234.00
Harrier,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,64706.00
Harrier,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,45379.00
i20,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,91512.00
i20,Mahindra,Hebbal,2012,3,0.05,0.05,0.00,73507.00
i20,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,65010.00
Innova,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,71393.00
Nexon,Mahindra,Hebbal,2012,3,0.05,0.05,0.00,46972.00
Seltos,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,34122.00
Seltos,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,90580.00
Swift,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,107180.00
Swift,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,62317.00
Swift,Mahindra,Hebbal,2012,3,0.05,0.05,0.00,75930.00
Thar,Mahindra,Hebbal,2012,1,0.02,0.02,0.00,106863.00
Baleno,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,90491.00
Baleno,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,73743.00
City,Mahindra,"HSR Layout",2012,2,0.03,0.03,0.00,66059.00
City,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,70743.00
City,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,74462.00
Creta,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,68984.00
Creta,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,29881.00
Harrier,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,71197.00
Harrier,Mahindra,"HSR Layout",2012,3,0.05,0.05,0.00,40682.00
i20,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,103018.00
Innova,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,83871.00
Innova,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,73689.00
Innova,Mahindra,"HSR Layout",2012,3,0.05,0.05,0.00,79790.00
Nexon,Mahindra,"HSR Layout",2012,3,0.05,0.05,0.00,46135.00
Nexon,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,73541.00
Nexon,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,38584.00
Seltos,Mahindra,"HSR Layout",2012,3,0.05,0.05,0.00,46927.00
Swift,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,46833.00
Swift,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,75868.00
Swift,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,76973.00
Swift,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,42005.00
Swift,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,83716.00
Swift,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,57209.00
Thar,Mahindra,"HSR Layout",2012,2,0.03,0.03,0.00,84619.00
Thar,Mahindra,"HSR Layout",2012,1,0.02,0.02,0.00,87216.00
Baleno,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,29396.00
Baleno,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,86522.00
Baleno,Mahindra,Indiranagar,2012,3,0.05,0.05,0.00,55662.00
City,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,68997.00
City,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,58367.00
City,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,74691.00
Harrier,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,42492.00
Harrier,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,60605.00
Harrier,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,89777.00
Harrier,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,72577.00
i20,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,99838.00
Innova,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,67476.00
Nexon,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,58601.00
Nexon,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,79613.00
Nexon,Mahindra,Indiranagar,2012,3,0.05,0.05,0.00,85154.00
Seltos,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,65622.00
Seltos,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,93963.00
Seltos,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,62879.00
Swift,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,83692.00
Swift,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,37612.00
Swift,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,81151.00
Swift,Mahindra,Indiranagar,2012,2,0.03,0.03,0.00,76390.00
Thar,Mahindra,Indiranagar,2012,2,0.03,0.03,0.00,73294.00
Thar,Mahindra,Indiranagar,2012,2,0.03,0.03,0.00,66214.00
Thar,Mahindra,Indiranagar,2012,1,0.02,0.02,0.00,63689.00
City,Mahindra,Jayanagar,2012,2,0.03,0.03,0.00,79933.00
Creta,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,66881.00
Creta,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,55643.00
Creta,Mahindra,Jayanagar,2012,2,0.03,0.03,0.00,76970.50
Harrier,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,97701.00
Harrier,Mahindra,Jayanagar,2012,2,0.03,0.03,0.00,48119.00
Harrier,Mahindra,Jayanagar,2012,2,0.03,0.03,0.00,85951.00
i20,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,76236.00
i20,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,81503.00
Innova,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,103368.00
Innova,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,61858.00
Innova,Mahindra,Jayanagar,2012,3,0.05,0.05,0.00,95478.00
Innova,Mahindra,Jayanagar,2012,3,0.05,0.05,0.00,78292.00
Nexon,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,75449.00
Nexon,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,48604.00
Nexon,Mahindra,Jayanagar,2012,3,0.05,0.05,0.00,89417.00
Seltos,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,66062.00
Seltos,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,53710.00
Seltos,Mahindra,Jayanagar,2012,4,0.06,0.06,0.01,53631.75
Swift,Mahindra,Jayanagar,2012,1,0.02,0.02,0.00,71585.00
Thar,Mahindra,Jayanagar,2012,4,0.07,0.06,0.01,63240.00
Thar,Mahindra,Jayanagar,2012,2,0.03,0.03,0.00,64772.00
Baleno,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,53298.00
Baleno,Mahindra,Koramangala,2012,3,0.05,0.05,0.00,75531.00
City,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,94897.00
City,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,44774.00
City,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,52738.00
Creta,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,62685.00
Creta,Mahindra,Koramangala,2012,3,0.05,0.05,0.00,27642.00
Creta,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,50831.00
Harrier,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,69521.00
Harrier,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,89948.00
i20,Mahindra,Koramangala,2012,3,0.05,0.05,0.00,63373.00
i20,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,52807.00
i20,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,73323.00
Innova,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,95930.00
Innova,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,43167.00
Nexon,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,30872.00
Nexon,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,38537.00
Seltos,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,85126.00
Swift,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,35159.00
Swift,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,97907.00
Thar,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,33016.00
Thar,Mahindra,Koramangala,2012,1,0.02,0.02,0.00,32737.00
Baleno,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,38661.00
City,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,52229.00
City,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,5500.00
City,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,60076.00
Creta,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,33142.00
Creta,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,47320.00
Harrier,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,74003.00
Harrier,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,81735.00
i20,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,41761.00
Innova,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,41966.00
Innova,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,93289.00
Innova,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,45992.00
Innova,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,101089.00
Nexon,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,51325.00
Nexon,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,94852.00
Nexon,Mahindra,Malleswaram,2012,3,0.05,0.05,0.00,77365.00
Nexon,Mahindra,Malleswaram,2012,2,0.03,0.03,0.00,58871.50
Swift,Mahindra,Malleswaram,2012,2,0.03,0.03,0.00,68545.50
Thar,Mahindra,Malleswaram,2012,1,0.02,0.02,0.00,83474.00
Baleno,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,77443.00
Baleno,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,134877.00
Baleno,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,48714.00
City,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,44226.00
Harrier,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,80274.00
i20,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,75589.00
i20,Mahindra,Rajajinagar,2012,3,0.05,0.05,0.00,59034.00
i20,Mahindra,Rajajinagar,2012,2,0.03,0.03,0.00,65729.00
Nexon,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,71343.00
Nexon,Mahindra,Rajajinagar,2012,3,0.05,0.05,0.00,43011.00
Nexon,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,66167.00
Seltos,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,71202.00
Seltos,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,76582.00
Seltos,Mahindra,Rajajinagar,2012,2,0.03,0.03,0.00,61217.50
Seltos,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,106407.00
Swift,Mahindra,Rajajinagar,2012,2,0.03,0.03,0.00,75348.00
Swift,Mahindra,Rajajinagar,2012,1,0.02,0.02,0.00,59037.00
Swift,Mahindra,Rajajinagar,2012,2,0.03,0.03,0.00,62105.50
Baleno,Mahindra,Whitefield,2012,3,0.05,0.05,0.00,95137.00
Baleno,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,82064.00
Baleno,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,68222.00
Baleno,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,84733.00
City,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,76350.00
City,Mahindra,Whitefield,2012,2,0.03,0.03,0.00,47302.00
City,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,105989.00
Creta,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,26521.00
Harrier,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,73794.00
Nexon,Mahindra,Whitefield,2012,2,0.03,0.03,0.00,82073.00
Nexon,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,89667.00
Seltos,Mahindra,Whitefield,2012,3,0.05,0.05,0.00,15644.00
Seltos,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,49085.00
Swift,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,46065.00
Swift,Mahindra,Whitefield,2012,2,0.03,0.03,0.00,59295.00
Thar,Mahindra,Whitefield,2012,1,0.02,0.02,0.00,5500.00
Baleno,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,61022.00
Baleno,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,61201.00
City,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,54852.00
City,Mahindra,Yelahanka,2012,2,0.03,0.03,0.00,58822.00
City,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,59572.00
City,Mahindra,Yelahanka,2012,3,0.05,0.05,0.00,102066.00
City,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,73489.00
Creta,Mahindra,Yelahanka,2012,2,0.03,0.03,0.00,59939.50
Creta,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,65968.00
Creta,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,85081.00
Harrier,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,69267.00
Harrier,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,72234.00
i20,Mahindra,Yelahanka,2012,3,0.05,0.05,0.00,28142.00
i20,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,76339.00
i20,Mahindra,Yelahanka,2012,2,0.03,0.03,0.00,57620.50
Innova,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,72570.00
Innova,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,31453.00
Nexon,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,55132.00
Nexon,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,53654.00
Seltos,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,68996.00
Swift,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,53478.00
Swift,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,42223.00
Thar,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,75669.00
Thar,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,46289.00
Thar,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,17435.00
Thar,Mahindra,Yelahanka,2012,1,0.02,0.02,0.00,59206.00
Baleno,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,55012.00
City,Maruti,Basavanagudi,2012,3,0.05,0.05,0.00,52278.00
Harrier,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,69507.00
Harrier,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,83273.00
Harrier,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,89025.00
i20,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,51519.00
Innova,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,79135.00
Nexon,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,116953.00
Nexon,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,103147.00
Nexon,Maruti,Basavanagudi,2012,3,0.05,0.05,0.00,80737.00
Seltos,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,72485.00
Swift,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,67798.00
Thar,Maruti,Basavanagudi,2012,1,0.02,0.02,0.00,71085.00
Thar,Maruti,Basavanagudi,2012,3,0.05,0.05,0.00,102684.00
Baleno,Maruti,Hebbal,2012,1,0.02,0.02,0.00,90101.00
Baleno,Maruti,Hebbal,2012,1,0.02,0.02,0.00,73425.00
Baleno,Maruti,Hebbal,2012,1,0.02,0.02,0.00,66474.00
City,Maruti,Hebbal,2012,2,0.03,0.03,0.00,79494.00
City,Maruti,Hebbal,2012,1,0.02,0.02,0.00,93662.00
Creta,Maruti,Hebbal,2012,1,0.02,0.02,0.00,68277.00
Harrier,Maruti,Hebbal,2012,1,0.02,0.02,0.00,47410.00
i20,Maruti,Hebbal,2012,1,0.02,0.02,0.00,84591.00
i20,Maruti,Hebbal,2012,2,0.03,0.03,0.00,82171.00
i20,Maruti,Hebbal,2012,1,0.02,0.02,0.00,31568.00
i20,Maruti,Hebbal,2012,1,0.02,0.02,0.00,41452.00
Nexon,Maruti,Hebbal,2012,1,0.02,0.02,0.00,74124.00
Nexon,Maruti,Hebbal,2012,1,0.02,0.02,0.00,52145.00
Seltos,Maruti,Hebbal,2012,1,0.02,0.02,0.00,75074.00
Seltos,Maruti,Hebbal,2012,1,0.02,0.02,0.00,99458.00
Seltos,Maruti,Hebbal,2012,2,0.03,0.03,0.00,84822.50
Seltos,Maruti,Hebbal,2012,1,0.02,0.02,0.00,10191.00
Seltos,Maruti,Hebbal,2012,1,0.02,0.02,0.00,82452.00
Swift,Maruti,Hebbal,2012,1,0.02,0.02,0.00,81199.00
Swift,Maruti,Hebbal,2012,1,0.02,0.02,0.00,44073.00
Baleno,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,69947.00
Baleno,Maruti,"HSR Layout",2012,1,0.02,0.02,0.00,59805.00
